,palavra,doc|ocorrencia
14728,arrecadados,"[(139, 1)]"
14729,certame,"[(139, 1), (217, 1), (219, 3), (220, 2)]"
14730,privatizações,"[(139, 1), (168, 1)]"
14731,aena,"[(139, 7)]"
14732,nordeste,"[(139, 2), (220, 1), (240, 1), (246, 1), (249, 1)]"
14733,lote,"[(139, 4)]"
14734,atrativo,"[(139, 1)]"
14735,concessões,"[(139, 1)]"
14736,voluntária,"[(139, 1)]"
14737,atraiu,"[(139, 1), (232, 1)]"
14738,btg,"[(139, 1)]"
14739,pactual,"[(139, 1)]"
14740,leiloados,"[(139, 2)]"
14741,anac,"[(139, 1)]"
14742,iniciais,"[(139, 1)]"
14743,arrematado,"[(139, 1)]"
14744,aeroeste,"[(139, 1)]"
14745,socicam,"[(139, 1)]"
14746,sinart,"[(139, 1)]"
14747,ofereceram,"[(139, 1)]"
14748,lotes,"[(139, 1)]"
14749,passageiros,"[(139, 2), (143, 4), (247, 1)]"
14750,combinando,"[(139, 1), (176, 1)]"
14751,atrativos,"[(139, 1)]"
14752,arrecadou,"[(139, 1), (142, 1), (198, 1)]"
14753,avançarem,"[(139, 1), (185, 1)]"
14754,maurici,"[(139, 1)]"
14755,lucena,"[(139, 1)]"
14756,operar,"[(139, 1), (143, 1), (173, 2)]"
14757,recife,"[(139, 1), (166, 1), (238, 1)]"
14758,tráfego,"[(139, 2), (185, 1)]"
14759,maceió,"[(139, 1)]"
14760,bayeux,"[(139, 1)]"
14761,aracaju,"[(139, 1)]"
14762,juazeiro,"[(139, 1)]"
14763,campina,"[(139, 1)]"
14764,movimentam,"[(139, 1)]"
14765,consolida,"[(139, 1)]"
14766,operadora,"[(139, 2)]"
14767,internacionalizar,"[(139, 1)]"
14768,luton,"[(139, 1)]"
14769,aeroportuário,"[(139, 1)]"
14770,pacífico,"[(139, 1), (172, 1)]"
14771,montego,"[(139, 1)]"
14772,bay,"[(139, 1)]"
14773,aerocali,"[(139, 1)]"
14774,sacsa,"[(139, 1)]"
14775,aeroportuárias,"[(139, 1)]"
14776,administrativos,"[(139, 1)]"
14777,formalização,"[(139, 1), (207, 1)]"
14778,desarrollo,"[(139, 1)]"
14779,ganhadora,"[(139, 1), (187, 1)]"
14780,concessionária,"[(139, 1)]"
14781,tornará,"[(139, 1)]"
14782,sinergias,"[(139, 1)]"
14783,assessorada,"[(139, 1)]"
14784,bank,"[(139, 1), (143, 1)]"
14785,america,"[(139, 1), (143, 1), (192, 1), (194, 1)]"
14786,merrill,"[(139, 1)]"
14787,lynch,"[(139, 1)]"
14788,casta,"[(140, 1)]"
14789,aposentar,"[(140, 3), (217, 3)]"
14790,ostentam,"[(140, 1)]"
14791,duvida,"[(140, 1), (229, 1)]"
14792,substitua,"[(140, 1)]"
14793,definirá,"[(140, 1)]"
14794,noticiários,"[(140, 1), (197, 1)]"
14795,lançaram,"[(140, 1), (146, 1), (185, 1), (245, 1)]"
14796,aplicativos,"[(140, 1)]"
14797,oureformaouquebra,"[(140, 1)]"
14798,comentadas,"[(140, 1)]"
14799,porcentual,"[(140, 1)]"
14800,desigual,"[(140, 2)]"
14801,nery,"[(140, 3)]"
14802,contributiva,"[(140, 1)]"
14803,informalidade,"[(140, 1)]"
14804,dual,"[(140, 1)]"
14805,formais,"[(140, 1), (208, 1)]"
14806,contribuir,"[(140, 2)]"
14807,estonteantes,"[(140, 1)]"
14808,somadas,"[(140, 1)]"
14809,absorve,"[(140, 1)]"
14810,sangria,"[(140, 1), (168, 1)]"
14811,vasto,"[(140, 1)]"
14812,aprofunda,"[(140, 1), (218, 1)]"
14813,desfavorecidos,"[(140, 1)]"
14814,invista,"[(140, 1)]"
14815,inscrita,"[(140, 1)]"
14816,dificulta,"[(140, 1), (181, 1), (239, 1)]"
14817,enormemente,"[(140, 1), (185, 1)]"
14818,incentiva,"[(140, 1)]"
14819,compatriotas,"[(140, 1), (204, 1)]"
14820,perguntesobreprevidencia,"[(140, 1)]"
14821,diminui,"[(140, 1), (185, 1)]"
14822,velozmente,"[(140, 1)]"
14823,envelhecendo,"[(140, 1)]"
14824,associam,"[(140, 1)]"
14825,mostravam,"[(140, 1), (162, 1), (223, 1)]"
14826,trabalhado,"[(140, 1), (169, 1), (249, 1)]"
14827,adolescência,"[(140, 1), (153, 1), (176, 1)]"
14828,cafezinhos,"[(140, 1)]"
14829,ascendendo,"[(140, 1)]"
14830,aposentando,"[(140, 1), (187, 1), (217, 2)]"
14831,permitisse,"[(140, 1)]"
14832,legalmente,"[(140, 1), (161, 1), (228, 1), (229, 1)]"
14833,ajudante,"[(140, 1)]"
14834,ambiciosas,"[(140, 1)]"
14835,resistências,"[(140, 1)]"
14836,mobilizou,"[(140, 1), (163, 1), (168, 1)]"
14837,ultraliberal,"[(140, 1), (218, 1)]"
14838,suavidade,"[(140, 1)]"
14839,cláusulas,"[(140, 1)]"
14840,corporativos,"[(140, 1)]"
14841,combateram,"[(140, 1), (245, 1), (249, 1)]"
14842,aposenta,"[(140, 1)]"
14843,extinguindo,"[(140, 1)]"
14844,legar,"[(140, 1)]"
14845,solteiras,"[(140, 1)]"
14846,extinto,"[(140, 1)]"
14847,desembolsar,"[(140, 1)]"
14848,estrear,"[(141, 1)]"
14849,publicitária,"[(141, 1), (243, 1)]"
14850,ouvida,"[(141, 1), (193, 1), (202, 1)]"
14851,ouvinte,"[(141, 1)]"
14852,listas,"[(141, 1)]"
14853,spotify,"[(141, 1)]"
14854,identifique,"[(141, 1)]"
14855,contente,"[(141, 1), (249, 1)]"
14856,batizou,"[(141, 1)]"
14857,receptivos,"[(141, 1)]"
14858,comprando,"[(141, 1)]"
14859,receptivo,"[(141, 1)]"
14860,encaixava,"[(141, 1), (180, 1)]"
14861,web,"[(141, 1), (153, 5), (214, 1)]"
14862,encarregam,"[(141, 1), (249, 1)]"
14863,coletá,"[(141, 1)]"
14864,entrevistamos,"[(141, 1)]"
14865,alissa,"[(141, 1)]"
14866,ciso,"[(141, 1)]"
14867,xerox,"[(141, 1)]"
14868,obama,"[(141, 1), (152, 2)]"
14869,conceitos,"[(141, 1)]"
14870,anônima,"[(141, 2), (146, 1), (211, 1)]"
14871,genial,"[(141, 1), (198, 2)]"
14872,usem,"[(141, 1)]"
14873,llorca,"[(141, 1)]"
14874,privacidade,"[(141, 1), (153, 1), (185, 1), (211, 1)]"
14875,natalia,"[(141, 1), (176, 1)]"
14876,martos,"[(141, 1)]"
14877,aramco,"[(142, 10)]"
14878,petroleira,"[(142, 4)]"
14879,extraído,"[(142, 1)]"
14880,somado,"[(142, 1)]"
14881,microsoft,"[(142, 1)]"
14882,bilionária,"[(142, 1)]"
14883,emissão,"[(142, 3)]"
14884,bolsas,"[(142, 2)]"
14885,adiada,"[(142, 1), (143, 1)]"
14886,nacionalização,"[(142, 1)]"
14887,sigilo,"[(142, 1), (235, 1)]"
14888,forneceu,"[(142, 1)]"
14889,ampare,"[(142, 1)]"
14890,fitch,"[(142, 4), (143, 1)]"
14891,nomenclaturas,"[(142, 1)]"
14892,petroleiras,"[(142, 1)]"
14893,exxon,"[(142, 1)]"
14894,shell,"[(142, 2)]"
14895,obterem,"[(142, 1)]"
14896,deserto,"[(142, 1), (205, 1), (245, 1)]"
14897,barris,"[(142, 1)]"
14898,ebitda,"[(142, 1)]"
14899,apple,"[(142, 1)]"
14900,dividendos,"[(142, 2)]"
14901,rehan,"[(142, 1)]"
14902,akbar,"[(142, 1)]"
14903,qualificadas,"[(142, 1)]"
14904,aaa,"[(142, 1)]"
14905,hidrocarbonetos,"[(142, 1)]"
14906,lucra,"[(142, 1)]"
14907,barril,"[(142, 3), (174, 1)]"
14908,royal,"[(142, 1)]"
14909,dutch,"[(142, 1)]"
14910,deva,"[(142, 1), (160, 1), (163, 1)]"
14911,traga,"[(142, 1)]"
14912,príncipe,"[(142, 1), (177, 1), (198, 1)]"
14913,colocaria,"[(142, 1)]"
14914,duvidaram,"[(142, 1)]"
14915,petroquímica,"[(142, 1)]"
14916,sabic,"[(142, 2)]"
14917,aproximado,"[(142, 1)]"
14918,venerados,"[(143, 1)]"
14919,b,"[(143, 15)]"
14920,aterrissa,"[(143, 1)]"
14921,decola,"[(143, 1)]"
14922,recusarem,"[(143, 1)]"
14923,multinacional,"[(143, 3), (243, 1)]"
14924,juntaram,"[(143, 1)]"
14925,desprendeu,"[(143, 1)]"
14926,asa,"[(143, 1)]"
14927,dreamliner,"[(143, 3)]"
14928,suspensões,"[(143, 1)]"
14929,deveram,"[(143, 1)]"
14930,escapavam,"[(143, 1)]"
14931,explorado,"[(143, 1)]"
14932,falha,"[(143, 1)]"
14933,pretas,"[(143, 1)]"
14934,analisadas,"[(143, 1)]"
14935,lion,"[(143, 2)]"
14936,automático,"[(143, 1), (173, 1)]"
14937,estabilização,"[(143, 1)]"
14938,mcas,"[(143, 1)]"
14939,equação,"[(143, 1)]"
14940,pilotos,"[(143, 1), (244, 1)]"
14941,familiarizar,"[(143, 1)]"
14942,modificado,"[(143, 1)]"
14943,fraser,"[(143, 1)]"
14944,operado,"[(143, 1)]"
14945,cowen,"[(143, 2)]"
14946,remédio,"[(143, 1), (170, 3), (184, 1), (208, 1)]"
14947,descartam,"[(143, 1)]"
14948,morris,"[(143, 1)]"
14949,aeroespacial,"[(143, 2)]"
14950,jefferies,"[(143, 1)]"
14951,rebelião,"[(143, 1), (156, 1), (241, 1)]"
14952,faa,"[(143, 2)]"
14953,proibiram,"[(143, 1)]"
14954,desenlace,"[(143, 1), (182, 1), (185, 1)]"
14955,estabelecendo,"[(143, 1), (166, 1)]"
14956,significará,"[(143, 1)]"
14957,bimotor,"[(143, 2)]"
14958,motores,"[(143, 1)]"
14959,equipam,"[(143, 1)]"
14960,asas,"[(143, 1)]"
14961,dobram,"[(143, 1)]"
14962,pista,"[(143, 2)]"
14963,aconteça,"[(143, 1), (167, 1), (231, 1)]"
14964,entregas,"[(143, 2)]"
14965,montagem,"[(143, 1), (149, 1), (197, 1), (199, 1)]"
14966,crie,"[(143, 1), (248, 1)]"
14967,fornecimento,"[(143, 1)]"
14968,estacionados,"[(143, 1)]"
14969,renton,"[(143, 1)]"
14970,luxemburgo,"[(143, 1)]"
14971,gerados,"[(143, 1), (191, 1)]"
14972,arqui,"[(143, 1)]"
14973,duopólio,"[(143, 1)]"
14974,fabricam,"[(143, 1)]"
14975,carteira,"[(143, 2), (232, 1)]"
14976,sérias,"[(143, 1), (214, 1)]"
14977,wyatt,"[(143, 1)]"
14978,globaldata,"[(143, 1)]"
14979,forçará,"[(143, 1)]"
14980,reconsiderar,"[(143, 1)]"
14981,von,"[(143, 1)]"
14982,rumohr,"[(143, 1)]"
14983,ameaçaria,"[(143, 1)]"
14984,reparar,"[(143, 1), (189, 1)]"
14985,ken,"[(143, 1)]"
14986,hernert,"[(143, 1)]"
14987,canaccord,"[(143, 1)]"
14988,revelado,"[(143, 1), (162, 3), (172, 1)]"
14989,ethiopian,"[(143, 2)]"
14990,acrescido,"[(143, 1)]"
14991,investidora,"[(143, 1)]"
14992,stifel,"[(143, 1)]"
14993,pregão,"[(143, 1)]"
14994,odiado,"[(143, 1)]"
14995,airlines,"[(143, 1)]"
14996,antecipam,"[(143, 1)]"
14997,mecânico,"[(143, 1)]"
14998,reavaliar,"[(143, 1), (221, 1)]"
14999,alertam,"[(143, 1)]"
15000,cancelados,"[(143, 1)]"
15001,doloroso,"[(143, 1), (195, 1)]"
15002,divulgará,"[(144, 1)]"
15003,inalterada,"[(144, 1)]"
15004,pronunciada,"[(144, 1)]"
15005,avise,"[(144, 1)]"
15006,vulnerável,"[(144, 1), (189, 1), (203, 1), (217, 1), (237, 1), (242, 1)]"
15007,entrando,"[(144, 1), (217, 1)]"
15008,citada,"[(144, 1), (162, 1)]"
15009,pressionam,"[(144, 1)]"
15010,lagarde,"[(144, 5)]"
15011,antecede,"[(144, 1)]"
15012,projetou,"[(144, 1)]"
15013,exercícios,"[(144, 1), (150, 1), (196, 1)]"
15014,crescia,"[(144, 1), (151, 1)]"
15015,sincronizado,"[(144, 1)]"
15016,desacelere,"[(144, 1)]"
15017,aplaude,"[(144, 1), (197, 1)]"
15018,normalização,"[(144, 1), (166, 1)]"
15019,paciente,"[(144, 1)]"
15020,causada,"[(144, 1), (161, 1)]"
15021,derivadas,"[(144, 1), (165, 1)]"
15022,tarifária,"[(144, 1)]"
15023,autoinfligida,"[(144, 1)]"
15024,evitada,"[(144, 1), (239, 1)]"
15025,tarifa,"[(144, 1)]"
15026,comercializados,"[(144, 1)]"
15027,conjuntura,"[(144, 1)]"
15028,contratempos,"[(144, 1)]"
15029,equilibradas,"[(144, 1)]"
15030,inclusivas,"[(144, 1)]"
15031,tributação,"[(144, 1)]"
15032,desviem,"[(144, 1)]"
15033,defasado,"[(144, 1)]"
15034,usadas,"[(144, 1), (156, 1), (205, 1)]"
15035,alimenta,"[(144, 1), (173, 1)]"
15036,largarde,"[(144, 1)]"
15037,subornos,"[(144, 1), (204, 1)]"
15038,mackenzie,"[(145, 5), (216, 8)]"
15039,bezos,"[(145, 12)]"
15040,detinha,"[(145, 2)]"
15041,criaram,"[(145, 1), (166, 1), (178, 1), (191, 1)]"
15042,fortuna,"[(145, 2), (197, 3), (201, 1), (243, 1)]"
15043,controlavam,"[(145, 1)]"
15044,disporá,"[(145, 1)]"
15045,permanecerão,"[(145, 1)]"
15046,jeff,"[(145, 4), (178, 1)]"
15047,especulação,"[(145, 1), (162, 1), (197, 1)]"
15048,fofoca,"[(145, 1)]"
15049,guru,"[(145, 1)]"
15050,elimina,"[(145, 1)]"
15051,desestabilizadora,"[(145, 1)]"
15052,solteira,"[(145, 1)]"
15053,tuttle,"[(145, 1)]"
15054,mútuo,"[(145, 1)]"
15055,contataram,"[(145, 1)]"
15056,amavelmente,"[(145, 1)]"
15057,desejosa,"[(145, 1)]"
15058,blue,"[(145, 1)]"
15059,origin,"[(145, 1)]"
15060,contribuições,"[(145, 1), (153, 1)]"
15061,incríveis,"[(145, 1)]"
15062,agradecida,"[(145, 1)]"
15063,vier,"[(145, 1)]"
15064,forbes,"[(145, 2)]"
15065,françoise,"[(145, 1)]"
15066,bettencourt,"[(145, 1)]"
15067,meyers,"[(145, 1)]"
15068,herdeira,"[(145, 1), (198, 1)]"
15069,oreal,"[(145, 1)]"
15070,capacidades,"[(145, 1)]"
15071,continuarei,"[(145, 1), (154, 1)]"
15072,aprendendo,"[(145, 1), (177, 1)]"
15073,tabloide,"[(145, 1), (196, 1)]"
15074,editor,"[(145, 2), (158, 1)]"
15075,lauren,"[(145, 1)]"
15076,sanchez,"[(145, 1)]"
15077,apresentadora,"[(145, 1)]"
15078,extraconjugal,"[(145, 1)]"
15079,encomendou,"[(145, 1), (205, 1)]"
15080,hackear,"[(145, 1)]"
15081,insinuou,"[(145, 1)]"
15082,inimizade,"[(145, 1)]"
15083,ataca,"[(145, 1), (175, 1), (198, 1), (249, 1)]"
15084,pecker,"[(145, 1)]"
15085,lucía,"[(146, 6)]"
15086,fetal,"[(146, 1)]"
15087,suicidar,"[(146, 1)]"
15088,transformavam,"[(146, 1)]"
15089,objeto,"[(146, 1), (149, 1), (162, 1), (163, 1)]"
15090,autorizado,"[(146, 1), (185, 1), (217, 1), (226, 1)]"
15091,respeitado,"[(146, 1)]"
15092,explícito,"[(146, 1), (151, 1), (166, 1), (190, 1), (220, 1)]"
15093,ignorado,"[(146, 2)]"
15094,cesárea,"[(146, 1), (161, 2)]"
15095,forçada,"[(146, 1), (161, 3)]"
15096,assustador,"[(146, 1), (189, 1)]"
15097,deliberada,"[(146, 1)]"
15098,utilizada,"[(146, 1)]"
15099,equivocadamente,"[(146, 1)]"
15100,backlash,"[(146, 4)]"
15101,acusada,"[(146, 1), (226, 1)]"
15102,faludi,"[(146, 1)]"
15103,léxico,"[(146, 1)]"
15104,descriminalizar,"[(146, 1)]"
15105,nascituro,"[(146, 1)]"
15106,lentes,"[(146, 1)]"
15107,masculino,"[(146, 1), (147, 1), (151, 1), (170, 1), (189, 2)]"
15108,provocado,"[(146, 2), (225, 1), (240, 1)]"
15109,estupradas,"[(146, 1), (245, 1)]"
15110,violados,"[(146, 1)]"
15111,anônimas,"[(146, 1), (197, 1)]"
15112,tomavam,"[(146, 1)]"
15113,quo,"[(146, 1)]"
15114,coerção,"[(146, 1)]"
15115,reprodutiva,"[(146, 1), (161, 2)]"
15116,traçado,"[(146, 1)]"
15117,torturaram,"[(146, 1)]"
15118,violentadas,"[(146, 1)]"
15119,misóginos,"[(146, 1)]"
15120,àquelas,"[(146, 1)]"
15121,dependentes,"[(146, 1)]"
15122,lenços,"[(146, 1), (249, 1)]"
15123,provocaram,"[(146, 1)]"
15124,amplifica,"[(146, 1)]"
15125,misoginia,"[(146, 1)]"
15126,religiões,"[(146, 1), (151, 1)]"
15127,evangélicas,"[(146, 1), (151, 1)]"
15128,disponíveis,"[(146, 1), (185, 1), (213, 1), (232, 3), (235, 1), (241, 1)]"
15129,abandonando,"[(146, 1)]"
15130,abstrações,"[(146, 1)]"
15131,dogmas,"[(146, 1)]"
15132,whr,"[(146, 1), (161, 1)]"
15133,falas,"[(147, 1), (149, 1), (173, 1)]"
15134,almoço,"[(147, 1), (166, 1), (210, 1)]"
15135,conjugais,"[(147, 1)]"
15136,repetido,"[(147, 1)]"
15137,modernos,"[(147, 1), (160, 1), (208, 1)]"
15138,enquadrados,"[(147, 1)]"
15139,estereótipos,"[(147, 1), (190, 1)]"
15140,dialogam,"[(147, 1)]"
15141,pautando,"[(147, 1)]"
15142,doméstico,"[(147, 7)]"
15143,amostra,"[(147, 1)]"
15144,domicílios,"[(147, 1)]"
15145,pnadc,"[(147, 1)]"
15146,ipea,"[(147, 2)]"
15147,declaravam,"[(147, 1)]"
15148,doméstica,"[(147, 1), (210, 1)]"
15149,remunerada,"[(147, 1), (210, 1)]"
15150,indicar,"[(147, 1), (208, 1), (209, 1), (221, 1)]"
15151,olharmos,"[(147, 1)]"
15152,circundam,"[(147, 1)]"
15153,reconhecemos,"[(147, 1)]"
15154,referem,"[(147, 2)]"
15155,afazeres,"[(147, 2)]"
15156,distintas,"[(147, 1), (167, 1)]"
15157,cozinhar,"[(147, 2)]"
15158,tomarem,"[(147, 1)]"
15159,pnad,"[(147, 1)]"
15160,rotineiras,"[(147, 1)]"
15161,exaustivas,"[(147, 1)]"
15162,demandantes,"[(147, 1)]"
15163,vasilhas,"[(147, 1)]"
15164,limpar,"[(147, 1), (155, 1), (178, 1)]"
15165,direcionam,"[(147, 1)]"
15166,ocasionais,"[(147, 1)]"
15167,percebidas,"[(147, 1)]"
15168,prazerosas,"[(147, 1)]"
15169,reparos,"[(147, 1)]"
15170,residências,"[(147, 1)]"
15171,sobrecarga,"[(147, 1)]"
15172,despendiam,"[(147, 2)]"
15173,jornadas,"[(147, 4)]"
15174,semanais,"[(147, 3), (203, 1)]"
15175,impressionam,"[(147, 1), (162, 1)]"
15176,voltarmos,"[(147, 1)]"
15177,metodológicas,"[(147, 1)]"
15178,válida,"[(147, 1)]"
15179,salta,"[(147, 1)]"
15180,alocando,"[(147, 1)]"
15181,reduziram,"[(147, 1), (243, 1)]"
15182,dedicado,"[(147, 1), (187, 1), (211, 1)]"
15183,captado,"[(147, 1)]"
15184,barateamento,"[(147, 1)]"
15185,difusão,"[(147, 1), (184, 1)]"
15186,poupam,"[(147, 1)]"
15187,creches,"[(147, 1)]"
15188,reduzissem,"[(147, 1)]"
15189,reprodutivas,"[(147, 1), (161, 1)]"
15190,elis,"[(147, 1)]"
15191,regina,"[(147, 1)]"
15192,fizemos,"[(147, 1), (153, 1), (201, 1), (216, 1)]"
15193,dobrado,"[(148, 1)]"
15194,carcerária,"[(148, 1)]"
15195,escolaridade,"[(148, 1)]"
15196,incidências,"[(148, 1)]"
15197,presas,"[(148, 1), (165, 1), (238, 1)]"
15198,coadjuvantes,"[(148, 1)]"
15199,cometimento,"[(148, 1)]"
15200,substâncias,"[(148, 1)]"
15201,infopen,"[(148, 1)]"
15202,garantam,"[(148, 1)]"
15203,privação,"[(148, 1)]"
15204,egressas,"[(148, 1)]"
15205,prisional,"[(148, 3)]"
15206,humanização,"[(148, 1)]"
15207,fomento,"[(148, 1), (198, 1)]"
15208,acessa,"[(148, 1)]"
15209,cárcere,"[(148, 1), (217, 1), (223, 1)]"
15210,vocações,"[(148, 1), (248, 1)]"
15211,cooperativismo,"[(148, 1)]"
15212,ananindeua,"[(148, 1)]"
15213,tremembé,"[(148, 1)]"
15214,adicionalmente,"[(148, 1)]"
15215,incidir,"[(148, 1)]"
15216,trajetórias,"[(148, 1)]"
15217,perverso,"[(148, 1)]"
15218,comunicacão,"[(148, 1)]"
15219,puc,"[(148, 1)]"
15220,ufrj,"[(148, 1)]"
15221,seriados,"[(149, 1)]"
15222,chiques,"[(149, 1)]"
15223,distópicos,"[(149, 1)]"
15224,abestalhadamente,"[(149, 1)]"
15225,south,"[(149, 1)]"
15226,parks,"[(149, 1)]"
15227,buraco,"[(149, 1)]"
15228,cratera,"[(149, 1)]"
15229,rombo,"[(149, 1)]"
15230,embaixo,"[(149, 1), (162, 1)]"
15231,típico,"[(149, 1), (163, 1)]"
15232,pornochanchada,"[(149, 6)]"
15233,idealizado,"[(149, 1), (169, 1)]"
15234,micro,"[(149, 1)]"
15235,machão,"[(149, 1)]"
15236,caricato,"[(149, 2)]"
15237,boçal,"[(149, 1)]"
15238,homofóbico,"[(149, 1), (239, 1)]"
15239,araque,"[(149, 1)]"
15240,oswaldo,"[(149, 1)]"
15241,paródia,"[(149, 1)]"
15242,caçador,"[(149, 1), (174, 1)]"
15243,prefiro,"[(149, 1), (216, 1), (241, 1)]"
15244,mitológico,"[(149, 1)]"
15245,costinha,"[(149, 2)]"
15246,salve,"[(149, 1)]"
15247,adele,"[(149, 1)]"
15248,fátima,"[(149, 1)]"
15249,magnífica,"[(149, 1)]"
15250,proibidão,"[(149, 1)]"
15251,bondade,"[(149, 1)]"
15252,vixe,"[(149, 1)]"
15253,fedendo,"[(149, 1)]"
15254,mirréis,"[(149, 1)]"
15255,remediar,"[(149, 1)]"
15256,velhice,"[(149, 1), (159, 3), (197, 1)]"
15257,sustança,"[(149, 1)]"
15258,rasa,"[(149, 1)]"
15259,fastio,"[(149, 1), (204, 1)]"
15260,característica,"[(149, 1), (153, 1), (206, 1), (214, 1)]"
15261,generosamente,"[(149, 1)]"
15262,elementar,"[(149, 1)]"
15263,cinematográfica,"[(149, 1), (151, 1), (184, 1), (189, 1), (190, 1)]"
15264,escriba,"[(149, 1)]"
15265,boca,"[(149, 1), (166, 2), (197, 1), (205, 1), (240, 1)]"
15266,paulistana,"[(149, 1)]"
15267,antologia,"[(149, 1)]"
15268,tupiniquim,"[(149, 1)]"
15269,pacote,"[(149, 1), (236, 1)]"
15270,paranoia,"[(149, 1)]"
15271,películas,"[(149, 1)]"
15272,recomendo,"[(149, 1)]"
15273,rebobinar,"[(149, 1)]"
15274,fitas,"[(149, 1)]"
15275,vhs,"[(149, 1)]"
15276,inconsciente,"[(149, 1), (151, 1)]"
15277,fernanda,"[(149, 1)]"
15278,filmaço,"[(149, 1)]"
15279,pedagógico,"[(149, 1), (160, 1)]"
15280,paulofreiriano,"[(149, 1)]"
15281,montador,"[(149, 1)]"
15282,metragem,"[(149, 1), (198, 2)]"
15283,garganta,"[(149, 1)]"
15284,off,"[(149, 1), (238, 1)]"
15285,entrevistados,"[(149, 1), (236, 3)]"
15286,sabedoria,"[(149, 1)]"
15287,falocentrismos,"[(149, 1)]"
15288,obscenidades,"[(149, 1)]"
15289,enfileiram,"[(149, 1)]"
15290,cinemão,"[(149, 1)]"
15291,ody,"[(149, 1)]"
15292,fraga,"[(149, 1), (175, 2)]"
15293,erotismo,"[(149, 1), (198, 1)]"
15294,cabeção,"[(149, 1)]"
15295,freud,"[(149, 1)]"
15296,doideiras,"[(149, 1)]"
15297,cult,"[(149, 1)]"
15298,decifravam,"[(149, 1)]"
15299,silvio,"[(149, 1), (195, 1)]"
15300,abreu,"[(149, 2), (164, 1), (220, 1)]"
15301,fita,"[(149, 1)]"
15302,stuart,"[(149, 1), (198, 1)]"
15303,herbert,"[(149, 1)]"
15304,reparo,"[(149, 1)]"
15305,sílvio,"[(149, 1)]"
15306,roteirista,"[(149, 1)]"
15307,supervisor,"[(149, 1)]"
15308,núcleos,"[(149, 1), (210, 1), (225, 1)]"
15309,dramáticos,"[(149, 1)]"
15310,repare,"[(149, 1)]"
15311,elogio,"[(149, 1), (165, 1)]"
15312,freudianismo,"[(149, 1)]"
15313,helena,"[(149, 1), (198, 5)]"
15314,palmas,"[(149, 1), (199, 1), (229, 1), (238, 2)]"
15315,eternas,"[(149, 1)]"
15316,nuno,"[(149, 2)]"
15317,leal,"[(149, 1), (166, 1), (207, 1)]"
15318,fabuloso,"[(149, 1), (198, 1)]"
15319,miziara,"[(149, 1)]"
15320,delírio,"[(149, 1), (160, 1), (198, 2)]"
15321,desgovernado,"[(149, 1)]"
15322,khouri,"[(149, 2)]"
15323,antonioni,"[(149, 1)]"
15324,móoca,"[(149, 1)]"
15325,matei,"[(149, 1)]"
15326,saudade,"[(149, 1), (158, 1), (186, 1)]"
15327,bréa,"[(149, 1)]"
15328,lindeza,"[(149, 1)]"
15329,cosmo,"[(149, 1)]"
15330,pertença,"[(149, 1)]"
15331,científica,"[(149, 1), (163, 1), (170, 1), (184, 1), (210, 1)]"
15332,anibal,"[(149, 1)]"
15333,massaini,"[(149, 1)]"
15334,vera,"[(149, 1)]"
15335,fischer,"[(149, 1)]"
15336,nirvana,"[(149, 1)]"
15337,idem,"[(149, 1)]"
15338,resquício,"[(149, 1)]"
15339,noooossa,"[(149, 1)]"
15340,exclamaria,"[(149, 1)]"
15341,imoral,"[(149, 1)]"
15342,bocarra,"[(149, 1)]"
15343,tás,"[(149, 1)]"
15344,completaria,"[(149, 1)]"
15345,humorística,"[(149, 1)]"
15346,catecismo,"[(149, 1)]"
15347,devoções,"[(149, 1)]"
15348,pornografias,"[(149, 1)]"
15349,bispo,"[(149, 1)]"
15350,comentaristas,"[(150, 1)]"
15351,subestimaram,"[(150, 1)]"
15352,presumindo,"[(150, 1)]"
15353,ian,"[(150, 1)]"
15354,bremmer,"[(150, 1)]"
15355,cairia,"[(150, 1)]"
15356,carisma,"[(150, 2)]"
15357,decisivo,"[(150, 1)]"
15358,prever,"[(150, 1), (197, 1), (211, 1)]"
15359,arruinar,"[(150, 1)]"
15360,fragilizado,"[(150, 1)]"
15361,descartar,"[(150, 1), (180, 1)]"
15362,governou,"[(150, 1)]"
15363,prósperos,"[(150, 1)]"
15364,manteria,"[(150, 1)]"
15365,tornaria,"[(150, 1), (249, 1)]"
15366,falido,"[(150, 1)]"
15367,controlando,"[(150, 1), (151, 2)]"
15368,fortalecendo,"[(150, 1), (210, 1)]"
15369,concentrarem,"[(150, 1)]"
15370,sobrevivência,"[(150, 1), (157, 1), (179, 1), (182, 1), (186, 1)]"
15371,fuga,"[(150, 1), (156, 1), (172, 2), (177, 1), (178, 1), (241, 1), (244, 1)]"
15372,protestar,"[(150, 1), (230, 1)]"
15373,externos,"[(150, 1)]"
15374,destituir,"[(150, 1)]"
15375,reconstruir,"[(150, 1), (221, 1)]"
15376,enfrentará,"[(150, 1)]"
15377,vastos,"[(150, 1)]"
15378,coeso,"[(150, 1)]"
15379,abordados,"[(150, 1)]"
15380,corrales,"[(150, 2)]"
15381,assemelha,"[(150, 1), (218, 1)]"
15382,interessados,"[(150, 1), (151, 1), (232, 1)]"
15383,proteja,"[(150, 1)]"
15384,caia,"[(150, 1)]"
15385,pnb,"[(150, 1)]"
15386,segmentos,"[(150, 1), (233, 1)]"
15387,esquadrão,"[(150, 1)]"
